【唐綺陽】週末星座運勢12.22-12.23,週末有長官、長輩緣，不妨多參加家庭聚會、跟長官出行或與長輩碰面，能更拉近彼此的關係。感情方面可以透過展現自己來提高氣場，會讓你更有魅力。幸運色是藍色。,週末充滿新鮮的事情，例如：在新的餐廳聚餐、認識新朋友…等，對方也許能力或地位滿高，讓你感到開心。感情方面在新朋友中可能有來電的對象，不妨觀察一下。幸運色是白色。,週末有貴人運，多認識一些人對你未來會有幫助，建議多參加聚會、應酬，可能會出現意想不到的人選。感情方面對方若有需要你幫忙的地方，不妨好好表現，藉此拉近彼此的距離。幸運色是黑色。,週末你有自己的想法，沒有心思赴約、或想獨處，不妨順著自己的心、不要遷就他人想法，以免浪費時間。感情方面桃花很旺，建議釐清自己的心，否則對方會滿焦慮、也會惹來麻煩。幸運色是黑色。,週末有推不掉的請託、邀約，若先前已經答應，不妨好好完成，會是為他人辛苦的一天。感情方面喜歡你的人就會願意為你付出，可以透過這點來觀察心儀的他對你是否有感情。幸運色是白色。,週末有很多事情要忙，能遇到想法、思維多變的類型，透過相處、互動來了解對方，會滿有收穫。感情方面要注意溝通的技巧，做人太直率或講話直接，反而會被認為你有點白目。幸運色是白色。,週末跟小孩有緣，有機會見到小朋友、或跟年輕人玩在一起，對方可能看不慣你的行為，建議稍微保持距離。感情方面雙方會有些唇槍舌劍，建議你要多一點退讓，才能少一點衝突。幸運色是金色。,週末會很忙碌，工作或家人的事情都需要親自處理，不妨撥空休息一下，以免累壞自己。感情方面因做事風格不同而起爭執，你會覺得對方懶散或沒有效率，建議要彼此體諒。幸運色是紅色。,週末容易犯不該犯的錯誤，例如：粗心大意、小問題釀成大災禍、丟三落四…等，建議要多加留意些。感情方面答應過對方的事要記得完成，否則對方可能會埋怨。幸運色是黑色。,週末有破財的狀況，在金錢用度上要稍微注意，例如：答應請客卻又吃得很貴、刷卡完就後悔…等。感情方面兩人的價值、金錢觀會有衝突，若有看彼此不順眼的地方，不妨提出來討論。幸運色是卡其色。,週末容易捲進難解的糾紛，若想避免這樣的狀況，建議你要遠離複雜的人、事、物。感情方面容易爆發腳踏兩條船的狀況，若有天外飛來的桃花，建議先確認對方是否已婚，以免招惹麻煩。幸運色是白色。,週末容易吃力不討好，請託你幫忙的人不禮貌或狀況外，不妨謹慎思考後再答應，才能保護自己。感情方面你的濫好人跡象會讓對方不能理解，建議你要拿捏好距離，以免產生誤會，幸運色是白色。
【唐綺陽】每日星座運勢12.21,今天適合展開新計畫，例如：健身、減肥、執行身體管理…等，可行性很高、成功率也不錯。感情方面適合開心的約會，例如：一起享受美食、稍微奢侈一點…等，對氣氛很有幫助。幸運色是白色。,今天跟海外很有緣分，例如：有異國的朋友、事務要處理…等，能從中得到受用的訊息，洽談相關工作也能很順利。感情方面雙方對未來的期許、方向一致，能從彼此身上獲得力量和鼓勵。幸運色是黑色。,今天貴人運旺，長官或長輩可能會有緊急事件讓你去執行，不妨好好把握建功的好機會。感情方面透過工作讓你對某人印象深刻，或有人被你吸引，是職場戀情萌芽的機會。幸運色是白色。,今天要注意跟下屬或服務人員相關的事情，對方可能搞不清楚狀況或心不在焉，不妨多留意，以免產生更多問題。感情方面會有在金錢上的爭執和衝突，建議要謹慎理財、避免把柄落在別人手上。幸運色是白色。,今天在簽約方面會有被推翻、中途殺出程咬金的狀況，或對方提出的條件不利於你，建議要自我保護才行。感情方面雙方生活步調不一致，已經很親近的可能會在睡眠作息上產生衝突。幸運色是黑色。,今天適合與專業人士一起工作，否則容易產生磨擦，提醒你事前的鑑定很重要，不妨好好監督。感情方面彼此的工作都滿忙碌，建議不要有過多的要求，以免失望。幸運色是白色。,今天整個人的狀況有點失控、失常，例如：睡得很晚、吃得很多…等，建議要好好控制自己，以免事後感到後悔。感情方面偶爾想要撒嬌，對方能否理解很重要，否則會覺得你很驕縱。幸運色是黑色。,今天會遇到任性的人，對方位置較高或個性耍賴，建議當作修身養性、不要隨之起舞，否則既耽誤時間又毫無意義。感情方面雙方的情緒管理很重要，應避免讓小衝突越演越烈，很不值得。幸運色是黑色。,今天容易碰到固執的類型，對方可能很難商量、很不理性，非常考驗你的溝通能力、技巧和耐心。感情方面留心小誤會，也許是口誤或雙方認知不太相同，不妨耐心解釋，會有機會講清楚。幸運色是膚色。,今天會遇到小氣的人，跟錢有關的事情問題滿多，注意不要隨便借錢出去，以免討不回來。感情方面有各自的想法和立場，當產生難以協調的衝突時，建議多給對方信任，才能對症下藥打開僵局。幸運色是紅色。,今天要注意跟他人之間的溝通，可能會有些衝突，如何軟化對方的心房會比自己生氣來的順利。感情方面小吵容易變大吵，可能跟另一半自尊心受傷有關，建議在溝通上要避免刺傷對方的心。幸運色是白色。,今天在工作方面有很多狀況，讓原本時間已經不夠用的你備感崩潰，建議要調配好時間才行。感情方面彼此各忙各的，少有時間溝通，建議你要打電話或傳簡訊，多關心對方一下比較好。幸運色是白色。
【唐綺陽】每日星座運勢12.20,今天工作方面會有神來一筆，例如：充滿靈感、直覺力強…等，有不錯的點子不妨表達出來，能獲得讚同。感情方面溝通、說話能力很重要，有好的口才能讓你的魅力加分。幸運色是白色。,今天工作繁忙，與海外有關的事務很多，相關機會有不錯的發展，或事情及狀況產生改變，需要密切注意才行。感情方面聚少離多反而更甜蜜，容易感受到對方的優點、也更有耐性。幸運色是黑色。,今天在工作方面有好的進展，例如：能力被肯定、做的事情得到回響或建功…等，好消息頻頻。感情方面彼此的生活習慣能互相協調，你不擅長的對方很願意幫忙承擔，讓你感受到自己被關心。幸運色是紅色。,今天在朋友之間的互動能帶來資源，不妨多加聯繫，彼此若有需要幫忙的地方，他們都很講義氣。感情方面跟朋友有關，不妨多參考他們的意見或想法，對你有正面的幫助和影響。幸運色是黃色。,今天你會對自己喜歡的類型或事件比較寬容、放水，導致在工作上有一點小危險，建議要秉公處理才行。感情方面容易被年紀較輕的人吸引，對方可能很會撒嬌，讓你感到很開心。幸運色是灰色。,今天注意要多休息，若休息足夠會戰力滿滿，增強靈感、直覺，反之就會頭昏腦脹、影響工作效率，累了不妨小憩一下。感情方面舊有的問題需要協調，不能再假裝忽視，建議要面對現實。幸運色是白色。,今天在職場上會遇到態度積極、要求直接，感覺不懂人情世故的年輕男性，不過對方的建議卻很值得參考。感情方面適合討論務實的事情，例如：日常生活中的規矩…等，不妨藉此把問題釐清。幸運色是黃色。,今天會遇到強硬的類型，建議重新擬定策略，別執意用自己的方式去回應，以免惹來更大的風波。感情方面另一半會以你為主，不過他內心可能會有小抱怨也不一定，自己要當心。幸運色是綠色。,今天會忙跟家人有關的事情，例如：請託你做事、布置、修繕房屋…等，會比較繁瑣。感情方面對方家人的意見對彼此的關係有關鍵的影響，建議要好好聆聽，千萬不能等閒視之。幸運色是藍色。,今天工作上可能會被打回票，別人對某些成果、成績不見得滿意，請不要急著失望，不妨等情緒過了再觀察看看。感情方面彼此間感覺不太對勁，建議在沒有務實的證據前，先別急著生氣。幸運色是卡其色。,今天很有可能會遭受到莫須有的攻擊，例如：別人為了想要撇清自己的責任而波及到你…等，提醒你不要跟著隨之起舞，相信總有一天可以真相大白、水落石出。幸運色是黑色。,今天周遭有危險的氣息，例如：別人吵架把你牽扯進來…等，建議低調一點，不要牽扯到複雜的情境裡面。感情方面雙方的想法不同，容易爭執、吵架，不妨把內心的想法好好發洩一下。幸運色是卡其色。
【唐綺陽】每日星座運勢12.19,今天會遇到女性貴人，對方可能是說話很犀利的長官、長輩，不妨提出你的疑問，會得到建議與幫助。感情方面你的務實有助於事情的進展，例如:溝通更順暢、問題順利解決…等，建議有話直說。幸運色是白色。,今天在工作方面效率滿高，只要拿出洪荒之力就能達到目的，沒有可以難倒你的事情。感情方面你的魅力驚人，不用刻意放電，周遭就有許多人注意到你的存在、覺得你很特別。幸運色是紅色。,今天困難的事情會激發你的潛能，建議不要害怕它，你會驚訝自己其實都可以做到。感情方面以柔克剛很重要，建議不要硬碰硬，偶爾柔弱一下，對方也會轉變成溫柔的攻勢。幸運色是白色。,今天適合收拾善後、完成沒做好的事，不妨將長期卡在心裡的事情處理好，會比較踏實。感情方面適合療傷、訴說彼此心聲，不妨把困擾說出來，可以減輕自己的負擔，對方也知道怎麼關心你。幸運色是黑色。,今天工作量很大，很多事情由你負責長官比較放心，能者多勞、辛苦你了。感情方面你的工作忙碌，職場所接觸的人雙方互動會越來越好，反之則會重視工作多於對方。幸運色是灰色。,今天跟海外有關的事情會有明顯的變化，可能是一些機會的到來或逝去。感情方面千萬不要哪壺不開提哪壺，建議你偶爾可以表現溫柔的一面，避免因為任性而不被諒解。幸運色是黑色。,今天談好的事情也許會有變化，不能掉以輕心，建議已經確定的事要持續追蹤進度。感情方面雙方會談到長遠規畫，例如:住宿、生育、生活模式型態…等，偶有分歧沒關係，這是溝通的開始。幸運色是金色。,今天會遇到許多不同類型的人，話不投機半句多，你可能會看對方不順眼，雖然不影響運氣，建議還是要耐住脾氣。感情方面注意會遇到很會說話、卻不靠譜的人，相信你有判斷的能力。幸運色是綠色。,今天會有些讓你不舒服的合作、合約，不妨把話說出來，以免忍出內傷、感到厭世。感情方面雙方有翻臉的跡象，很多問題如果得不到解決，你的忍耐也已到達極限。幸運色是黃色。,今天在金錢方面要小心損失，例如:答應的預算沒有到位、商量好的事情沒有執行…等，讓你感到煩悶。感情方面彼此價值觀、金錢觀受到挑戰，或被對方的金錢狀況牽連，建議你要自保。幸運色是卡其色。,今天容易有微小的刀火燙傷，意外狀況連連，請避免做事情粗心大意。感情方面兩人容易小吵變大吵，即便你覺得沒什麼的事，建議也要參考對方的狀況、情緒再說話。幸運色是咖啡色。
【唐綺陽】每日星座運勢12.18,今天會有許多好友圍繞在身邊，很適合參加派對、聚會，有很高的機率能與欣賞的人合作，彼此頻率相近或容易達成共識。感情方面生活中若有你欣賞的對象，有機會從朋友變情人。幸運色是白色。,今天運勢相當旺，大家都很願意賣你面子，很多事情只要親自出面就容易談成，不妨好好把握。感情方面在與他人的互動中，對方容易被你吸引，要小心不經意放出電流、電倒他人而不自覺。幸運色是白色。,今天有機會讓逝去的方案起死回生，如果你有什麼遺憾或很想做、卻已經中斷的事情，不妨再嘗試看看。感情方面跟前任的關聯性滿大，若想重修舊好或彼此再當朋友般問候，不妨試試看。幸運色是灰色。,今天金錢運勢佳，例如：投資理財方面傳來好消息、能爭取到預算…等，讓你有更多可以運用的資源。感情方面備受重視或寵愛，注意不能視為理所當然，對方的付出也需要你的稱讚及在乎。幸運色是黑色。,今天適合獨立作業，如果你是藝術家，很需要靈感、直覺或獨處，這個能量會激發出特別的創意跟想法。感情方面在別人眼中你有呆頭鵝的傾向、什麼事情都慢半拍，建議要自我檢討一下。幸運色是黃色。,今天與下屬的互動很重要，如果對方不夠聰明，可能要花一點心力在他們身上，反之則會省事很多。感情方面你的行為有點莽撞，例如：即便要給對方驚喜也別衝動下決定，建議先詢問對方意見。幸運色是綠色。,今天聰明反被聰明誤，記得千萬不要自作主張，否則可能會帶來反效果。感情方面玩笑要適可而止，或你認為善意的謊言很容易就被看穿，這會影響到彼此之間的互動跟信用。幸運色是卡其色。,今天容易遇到為難的狀況，這跟別人對你有不情之請或與人情事故有關，讓你必須心軟或為這個人買單，請適可而止。感情方面同情不是愛情，關於對方傳遞出需要你的感覺，建議要理性判斷。幸運色是灰色。,今天在金錢上有些小危機，可能跟之前的不當決策有關，提醒你要多留意。感情方面要注意職場戀情，你容易忽略周遭對你有好感的人，這會讓對方感到心急。幸運色是白色。,今天要注意煮熟的鴨子也可能會飛，例如：太掉以輕心讓原本屬於你的方案被人私下奪走…建議要謹慎顧好。感情方面若你跟前任之間還有一些問題沒有釐清，可能會被追究。幸運色是黃色。,今天總是遇到不合拍的人、或被討厭的人糾纏，建議不要把好惡都寫在臉上，以免不勝其擾。感情方面如果被討厭的人糾纏，不妨讓對方知道你的喜好或方向，講清楚說明白很重要。幸運色是白色。,今天要注意身體健康，若有感覺到不適，請相信你的直覺，不妨請假一天好好休息。感情方面雙方互動欠佳，建議該處理的問題就要處理，不要自欺欺人。幸運色是灰色。
【唐綺陽】每日星座運勢12.17,今天在金錢方面非常幸運，例如：投資有回報、你的報價能夠被接受…等，不妨趁機爭取福利。感情方面你從雙方互動當中，發現自己被在乎、被重視，是感到很溫暖的一天。幸運色是白色。,今天最好的貴人就是家人，他們不論遇到任何狀況都會給你很大的支持，及務實的方向和幫助。感情方面呈現老夫老妻的傾向，反而少了一點浪漫，端看你如何調整相處方式。幸運色是黃色。,今天與合作方相談甚歡，雙方價值觀相同、一切都很合拍，為你帶來許多希望與可能性。感情方面桃花運非常旺，有人會稱讚你或向你表白，端看你是否喜歡對方。幸運色是咖啡色。,今天在工作上會遇到很積極的類型，也會帶動你變得做事很有效率，非常值得你學習。感情方面你較忙於工作，導致與另一半相處沒想太多而直來直往，不妨調整一下比較好。幸運色是綠色。,今天許多事情都重疊在一起而非常兩難，建議你要用務實的角度去好好規劃時間才行。感情方面桃花運很旺，可能一次出現兩種不同類型的對象，不妨動動腦筋去思考。幸運色是卡其色。,今天在工作上有非常多五花八門的機會，提醒你除了夢想以外，還要做務實的判斷才行。感情方面雖然桃花不少，但是有一半以上是你想太多，建議停止幻想，要用實際行動觀察對方。幸運色是綠色。,今天工作方面你會遇到不夠專業的類型，導致無法完全信任對方，建議你要盯緊一點，以免出錯還要連坐處理。感情方面雙方之間可能有價值觀的衝突，不妨當作可以更認識對方的好機會。幸運色是黑色。,今天容易疲勞、疲累，表示你的身體已經負荷不了而出問題，建議你要以健康為優先，而不是只顧著埋頭苦幹。感情方面壓力一直干擾你，建議停看聽一下，才有機會看清真相。幸運色是紅色。,今天很認真處理的項目未必會成功，不要太重視反而能讓事情推進得更順利，不妨放輕鬆一點比較好。感情方面有時候熱臉會貼到冷屁股，建議你別太在意，乾脆表現得酷一點會更有魅力。幸運色是灰色。,今天太過鑽牛角尖，讓事情變得更複雜，其實真的是你想太多或過度謹慎，建議要拿捏好分寸才行。感情方面容易聽到負面的評價，這種事情屬於自由心證，你自己問心無愧就好。幸運色是白色。,今天會聽到不太好的消息，建議要好好調適自己的心情，並放下你的執著比較好。感情方面適合談分手，若你想與另一半分開，不妨好好把握這個可以和平分手的好機會。幸運色是紫色。,今天工作量太大導致過勞的跡象，建議你要試著把事情分配給別人分工，以免身體出狀況。感情方面有時候並不能強求，或許你很努力付出，卻不是對方想要的，不妨好好衡量一下。幸運色是藍色。
【唐綺陽】週末星座運勢12.15-12.16,週末運勢極佳，有機會結交許多新奇有趣的朋友，令你大開眼界，不妨多參加聚會。感情方面有利於展開一段新感情，建議不要推辭朋友的介紹，有機會認識讓你喜歡或佩服的對象。幸運色是白色。,週末到戶外曬曬陽光有助於運勢提升，也能讓思考更清晰，若有尚未決定的事不妨緩一緩，也許直覺會從腦海中浮現。感情方面聚少離多，彼此各自忙碌或心疼對方感受，親密感反而更強烈。幸運色是白色。,週末適合多與年輕人互動，他們會帶給你新觀念、新想法，相處起來毫無違和感，心境上也會有所改變。感情方面容易吸引年紀較輕的人，雖然不見得合拍，但是能被喜歡或崇拜還是滿開心的。幸運色是黑色。,週末無法好好休息，也許會有一些公差，該做的責任、義務滿多，如果你實在很想休息就應該爭取。感情方面你比較強勢，希望先把一些事情做完，所以另一半可能必須要陪伴你或等候你。幸運色是紫色。,週末一放鬆反而容易生病，你應該檢討是否把自己操得太過頭，該休息就要好好休息。感情方面適合休閒的約會模式，例如：採買、逛超市、大賣場…等，雙方都會喜歡這種家常的感覺。幸運色是銀色。,周末會遇到許多專業類型的人，他們可能是你朋友，若有相關事情想請教，不妨好好把握。感情方面與另一半關係很好，雙方是屬於同類型的人，不妨聊聊跟工作有關的事，幸運色是黑色。,週末適合把時間留給自己，你會想照自己的規劃去執行很多事，別人無法動搖你。感情方面你有固執的傾向，另一半可能會為此感到挫折，有時不妨配合對方。幸運色是紅色。,週末會因為自己好管閒事，不懂拒絕他人的懇求、請託，導致過於忙碌的跡象。感情方面建議要避免開玩笑的互動，你覺得幽默可愛，對方可能感到煩躁或認為你搞不清楚狀況。幸運色是藍色。,週末容易遇到不合拍的人，例如：缺乏默契、搞不清楚狀況…等，遇到這種情況不妨避開來，不要勉強自己應對。感情方面容易把自己的情緒寫在臉上，讓另一半不知所措，建議要控管一下情緒。幸運色是白色。,週末無論跟誰對應都會覺得對方是不及格的，明明可以做好的事情卻做不好，你可能就會自己執行，注意不要太勞累。感情方面彼此間很多意見不合，不妨好好聊一聊，不要生悶氣。幸運色是白色。,週末容易被捲進糾紛，會有越描越黑的跡象，有時候放手反而是最好的，避免過度參與或非要證明什麼。感情方面有三角關係的可能會曝光，需要特別注意。幸運色是紅色。,週末要當心突如其來的變化，例如：刀火燙傷、遠離火源或危險地帶，建議要避免過多冒險的行為，否則容易受傷。感情方面小心小吵變大吵，吵到最後變冷戰，平白浪費了假期。幸運色是綠色。
【唐綺陽】每日星座運勢12.14,今天運勢很好，周遭的人會很仰賴你、肯定你的品味或判斷能力，能輕鬆獲得他人信賴。感情方面容易遇到很會撒嬌的類型，也許會讓你感到心花怒放。幸運色是黑色。,今天談論錢和預算有關的事會很順利，端出成績或作品會受人欣賞，不妨評估一下，有機會可以抬高身價。感情方面彼此能透過美食、風景或舒適的約會模式，得到療癒與幸福感。幸運色是黃色。,今天凡事都很順利，例如：雙方想法滿一致、別人都滿配合你要的條件…等，不妨專心投入工作。感情方面彼此很有默契且互補，對方多能滿意你的要求，相反則表示你們緣分未到。幸運色是黑色。,今天睡眠不足，導致容易勞累，建議你要找時間休息、好好的睡一覺才行。感情方面彼此需要聊聊心裡話，而氛圍與氣場的拿捏很重要，不妨安排靜態的約會模式。幸運色是黃色、黑色。,今天談好的事情會出現一些變故或變卦，建議不到最後定案前不能掉以輕心。感情方面雙方可能會談到長遠的未來，例如：是否要同居、對家族的想法…等，不妨聽聽對方的真心話。幸運色是白色。,今天工作方面會有與遠方有關的消息，例如：必須出遠門、接洽海外相關事務…等，不妨好好處理。感情方面需主動積極，避免對方誤以為你不感興趣，或懷疑你並不喜歡他。幸運色是黑色。,今天要注意周遭是否有人跟你搶功勞，或你太低調而讓人忽略你才是執行者，建議不要太過謙虛。感情方面有點意興闌珊，不妨表現出心裡的喜悅、提起氣讓自己更有正能量。幸運色是綠色。,今天會遇到很會狡辯的人，雖然你的能力不輸人，但是難免會有點乏力，不妨發揮你說笑的能力輕輕帶過。感情方面你會覺得有必要說一點白色謊言，建議實話實說，避免被拆穿。幸運色是綠色。,今天與他人的互動容易起爭執或口角，懷疑對方是否友善，建議你放下過多的防備，會發現事情沒有那麼複雜。感情方面經常覺得對方話中有話，或帶刺的感覺，不妨改用文字溝通比較好。幸運色是白色。,今天氣勢很旺，卻也容易成為箭靶，或很多責任掉在你身上，不妨找機會讓自己好好休息一下。感情方面你講的話容易被聽錯，平白無故吵一架後才發現是誤解，建議要再三確認、不要生氣。幸運色是紅色。,今天會被很多意見拉扯而陷入兩難，決定前不妨先鎖定一個目標，而不是想要面面俱到，卻變成出爾反爾，令人留下壞印象。感情方面溝通太過直接、急躁，導致容易引起爭執，應避免口無遮攔。幸運色是白色。,今天金錢方面的壓力很大，你的好心意導致錢借出卻收不回，建議要改變濫好人的性格，千萬不能掉以輕心。感情方面聚少離多，你很想照顧對方卻照顧不到，不妨將重心放在工作上比較好。幸運色是白色。
【唐綺陽】每日星座運勢12.13,今天的貴人運佳，建議多接納周遭長輩的建議及批評指教，對你會有幫助。感情方面你的直覺相當敏銳，能感知到對方的想法，制敵機先祝你進行順利。幸運色是紅色。,今天工作或職場上會遇到犀利型的女性貴人，有什麼問題不妨多聽聽他們的意見。感情方面適合溝通，建議表達內心想法，你的疑問能得到解答，問題也能迎刃而解。幸運色是卡其色。,今天有利於從事業務方面的工作者，相信努力就會有收穫，是很務實的一天。感情方面需要實際行動，讓對方感受到你的在乎會很有效果，建議要讓對方知道你的心意。幸運色是白色。,今天在工作或事業上容易被小事情催趕，而時間一轉眼就過了，建議忙碌之餘要多注意腰酸背痛的問題。感情方面避免幼稚傾向，例如：耍任性、過度依賴對方…等，現階段不妨成熟一點比較好。幸運色是黑色。,今天很多事情都說不準，務必要集中注意力、盯緊事情的進度、不鬆懈，狀況就能在你控制內。感情方面跟前任有關，無論是糾纏或關心，建議往正面方向前進，對彼此才是好的。幸運色是白色。,今天工作滿檔，建議有效率的規劃執行，例如：一樁一樁的安排好，應避免漫無目的進行。感情方面彼此在生活作息上的安排有不同意見，不妨坐下來好好討論。幸運色是黃色。,今天容易有失控的情形，例如：喝多、吃多…等，提醒你避免破戒或打破底線的決定，以免懊悔。感情方面容易心軟，若感到不對勁就要打住，彼此關係才不會惡化。幸運色是綠色。,今天工作上容易被刁難，需要再三考慮、被拒絕的狀況居多，建議要有智慧去化解，不要硬碰硬。感情方面可能會遇到欲情故縱的類型，不妨放輕鬆做自己的事，讓對方有機會靠近你。幸運色是卡其色。,今天工作容易加班、超時或必須幫別人善後、擦屁股…等，真是辛苦你了。感情方面答應另一半的事情請務必去執行，以免對方會鬧彆扭、鬧情緒。幸運色是灰色。,今天可能會遇到難說服的類型，對方想法不同而潑你冷水，也許他不是真的反對你，請不要輕易受影響。感情方面溝通容易有誤，要注意聊天內容與措辭，避免讓對方不開心。幸運色是藍色。,今天會遇到做事風格與你不合拍的人，若因此感到抓狂，建議你先做好自己的事情，避免花太多心思耗時又費力。感情方面可能會遇到可愛型的人，要留意對方是否太幼稚或搞不清楚狀況。幸運色是黑色。,今天容易遇到不友善的類型，可能會有難配合的狀況，建議要多一些耐心，訓練自己的風度。感情方面彼此在互動、溝通上容易碰壁，注意說話時對方是否能理解，避免被挑語病。幸運色是綠色。
【唐綺陽】每日星座運勢12.12,今天今天人際關係佳、貴人運不錯，若需要人脈或別人來支持、捧場…等，不妨提出呼籲或請求，會有很多人響應幫助你。感情方面桃花運旺，笑容滿面的你討人喜歡，事情也會因此更順利。幸運色是黑色。,今天在工作進度方面相當有成果，很多事情能快速做出決定，或期待已久的事開始順利進行，讓你感到安心。感情方面你是主導的一方，不妨拿出積極的態度，對方都會答應你的要求。幸運色是白色。,今天跟金錢有關的事都很順利，對方很認同你或很相信你的品味…等，不妨展現你傑出的一面。感情方面若你有遇到困難的地方，另一半會給你很好的支援；單身者容易遇到務實類型的對象。幸運色是白色。,今天在工作方面能獲得好評，切記千萬要謙虛，否則就容易出現不同聲音，建議要收好歡喜的心情。感情方面最近的桃花運會受外表影響，不妨做點打扮、嘗試不同造型會更好。幸運色是金色。,今天吃喝玩樂的運勢佳，容易碰到美食，談跟錢有關的事也會特別順利，可以好好把握。感情方面你的桃花運旺，易使他人感到擔心追不上你或你已心有所屬，不妨對你喜歡的人展現大方的一面。幸運色是白色。,今天容易陷入選擇困難，若能有客觀的人在旁給你協助及建議會比較好。感情方面有兩個選擇性，可能是兩個人、兩種情況或兩種態度…等，容易令人感到不安或搞不清楚狀況。幸運色是白色。,今天要小心別人不能理解你，或看不懂你的行為做法…等，若想得到別人支持，建議讓對方知道你的想法。感情方面曖昧可能會破滅，例如：發現對方的真面目，或你留意到對方喜歡誰。幸運色是黑色。,今天適合解除某種合作，例如：對方做事不是很牢靠、能力有待加強…等，是時候放手不用再猶豫。感情方面會覺得對方不夠在乎你，算是考驗你的自信程度，建議對自己多點信心。幸運色是黃色。,今天要小心破財，你比較難抵禦別人的殺價，雖然不開心，但是又不得不賣人情有點辛苦。感情方面雙方要小心為錢的事情而有一些爭執，例如：你看不慣他花錢的方式，或反過來他看不慣你。幸運色是綠色。,今天讓你最不開心的是跟你較親近的人，也許出於關心他會有很多阻撓或擔憂，讓你吃不消，建議你好好溝通，不要隱瞞。感情方面家人的意見滿有建設性，不妨好好尋求與接納。幸運色是金色。,今天要小心過勞，或是免疫系統下降，導致容易感染或生病，建議多注意身體狀況、不要給自己太大的壓力。感情方面另一半不能理解你好管閒事，或別人覺得你太熱心，而影響你的桃花。幸運色是黑色。,今天有很多蜚短流長繞著你，建議不要想太多或因此感到悲觀，很多事情放下後雲淡風輕就好。感情方面圍繞著你的傳言很多，會影響到別人對你的觀感，建議該解釋還是要解釋。幸運色是白色。
